"kMV","alpha","lrrA","lrrV"
229198.000847366,0.882842612188807,30.1472451490109,27.5155307248774
258807.099496197,0.884260075551095,32.5767674053645,27.1006824493065
242099.612586445,0.881294616081828,28.5466286683402,29.35525134577
277251.478656786,0.884734565926863,32.0446345595584,28.519641776384
268159.052113454,0.886704448546542,36.6857921634188,21.5853084871206
234550.898943343,0.881009912383715,28.5535203420469,31.3217113687913
251167.69161575,0.884896368785686,30.7425576384465,27.8412303301797
221750.160892421,0.879338829144898,26.5337977727443,30.9842931882517
248864.413033212,0.878114899655599,26.6946991839515,31.6199818924651
235965.507694702,0.881527052311006,30.2052151769299,29.6563974089734
255474.041270122,0.883153895311545,32.2625297337954,29.195104661747
264490.390292556,0.881501281019865,29.9326491770907,32.0772578624086
231997.829628065,0.883942300775994,30.8334870414943,26.6714113494227
250531.085350668,0.883933398557337,30.5079853843758,27.5189873052849
267549.705784041,0.88330219082284,31.7559935859492,32.8619069283099
231232.721669997,0.879631771067458,28.1585057901995,29.5362317398793
226784.988370389,0.880755682960276,27.4607008110401,28.6438154260207
272444.376214292,0.877702595293785,29.0674052509237,32.4283043369096
262436.360179382,0.886211172766242,35.1429076916365,26.1806047054547
280585.43695616,0.888405461588687,34.5568956757776,24.6433855226375
221470.64341489,0.877206975020719,23.9616397863006,32.9080833399325
282960.490411571,0.88731332977646,35.1674039342975,26.3218066879273
247294.918238819,0.882441836479461,25.7800778377516,34.6193845921407
258761.579400228,0.884833749461403,31.9024082133274,28.099322887156
261022.617064404,0.884294615724292,31.7269815897111,28.4038973858427
229886.22959297,0.880964887839366,27.3725669743626,28.8959859578716
271990.237796701,0.883563120300618,31.5358745561674,27.8833376324438
228612.950678583,0.881843025099094,28.0175849629599,27.0752153486388
260884.811120206,0.884190248805771,33.1709678064576,27.7229575494157
237750.777026754,0.881546338203537,31.7975033646793,28.6674880745575
262865.568150512,0.886392931482725,34.0951359871395,26.0148388944713
265928.57550478,0.888121869918457,33.9241240488392,28.0783690209666
269247.81272779,0.886909736985083,38.3360885981991,23.3444724306215
290404.099376228,0.885871127546327,32.9108233860108,32.1666648220325
243712.323567414,0.881764971242975,30.4636505790405,26.9078923542849
279835.992894175,0.887664494637834,36.0034670435744,25.397184884352
274862.867477306,0.886507880839562,37.8739104181037,26.0240031710922
223502.283007624,0.879085155965188,27.3680876924555,28.9236372226726
268287.856627198,0.882612822151972,28.4229236284523,31.1904078298237
282885.76892514,0.884453158713951,29.5639223663092,31.3597233136532
258586.652257506,0.884512645088141,32.7010117847112,26.8191664741026
251222.770812299,0.884915528856024,30.8483491935454,27.084707975849
291748.640458324,0.886826244298523,31.2611594971067,32.2942885345458
222520.652861775,0.879667337073948,27.9753523839668,30.1284458074082
254641.034740481,0.885739363976538,31.3118392676705,30.6591653784508
292246.84096141,0.886971958393175,38.1146770566385,23.9925553015293
292614.594663781,0.886609973235868,34.8375422370702,31.7908516302419
249770.58130334,0.882761604296538,27.9228646204017,29.4830634237689
